0	0.0002799034
7	0.0002748966
6	68.46967
7	0.0003707409
7	0.0003726482
6	58.63814
0	0.0004673004
0	0.0002262592
0	0.0002918243
0	0.0002379417
0	0.0005877018
0	0.0003538132
0	0.000243187
0	0.000385046
0	0.0005369186
0	0.0002624989
0	0.0004832745
0	0.0002367496
0	0.0004086494
0	0.0006587505
0	0.0002462864
0	0.0002543926
0	0.0002799034
0	0.0002510548
0	0.0002422333
0	0.0002949238
0	0.0002679825
0	0.0002622604
0	0.0004339218
0	0.0002501011
0	0.000244379
0	0.0002400875
0	0.0002484322
0	0.0002911091
0	0.0002741814
0	0.0002484322
0	0.000412941
0	0.0002453327
0	0.000442028
1	42.89796
2	39.42826
0	0.0002520084
0	0.0002436638
0	0.0002503395
0	0.0002427101
0	0.0004878044
0	0.0004415512
1	31.72382
2	35.84673
0	0.0002403259
0	0.0004527569
0	0.0003964901
1	42.37651
0	0.0004050732
0	0.000395298
0	0.0004189014
0	0.0005061626
1	38.94975
0	0.0002593994
0	0.0003802776
0	0.0002491474
0	0.0002775192
0	0.0002326965
0	0.0004124641
0	0.0003943443
0	0.000262022
0	0.0002417564
0	0.0006260872
0	0.0002515316
0	0.0004150867
0	0.0004091263
0	0.0002336502
0	0.0003025532
0	0.0004394054
1	38.92686
0	0.0002534389
1	52.28572
0	0.0002458096
1	30.94648
0	0.0002355576
0	0.0002486706
1	33.06018
0	0.0002970695
0	0.000436306
1	36.08067
2	35.24684
3	34.44464
4	40.66769
5	98.60938
6	46.90033
7	0.00958252
0	0.000243187
0	0.0007154942
1	217.8402
0	0.0002405643
0	0.0003950596
0	0.0005221367
1	34.27506
0	0.0002846718
0	0.0002651215
0	0.0005218983
0	0.000357151
0	0.000402689
1	31.25738
2	38.43906
0	0.0002570152
1	33.6411
2	33.34772
0	0.000326395
0	0.0003848076
1	46.11644
2	38.23603
0	0.0004611015
1	31.56739
2	63.29671
0	0.0004329681
1	30.62318
