19.5	33.74163	4.195307	0	0	False
19.5	33.74163	4.39573	0	0	False
19.5	33.74163	4.600081	0	0	False
19.5	33.74163	4.80089	0	0	False
19.5	33.74163	5.001405	0	0	False
19.5	33.74163	5.203646	0	0	False
19.5	33.74163	5.404284	0	0	False
19.5	33.74163	5.60776	0	0	False
19.5	33.74163	5.810207	0	0	False
19.5	34.05017	6.014709	0	0	False
19.49997	35.04576	6.238671	0	0	False
19.49999	35.72133	6.442323	0	0	False
19.50001	36.15464	6.645221	0	0	False
19.50005	36.87749	6.850186	0	0	False
19.52529	37.8057	7.05382	0.5620968	0	False
19.65695	38.47394	7.256994	1	0	False
19.85536	38.86729	7.463024	1	0	False
19.98828	39.0129	7.671529	1	0	False
19.99661	39.01895	7.877091	0.5353184	0	False
20.60395	39.26267	8.11506	0	0	False
21.5446	39.63466	8.33586	0	0	False
22.64771	40.04004	8.557512	0.5511327	0	False
23.49424	40.24335	8.767715	0.02623203	0	False
24.11127	40.37282	8.979481	0	0	False
24.50105	40.45461	9.217229	0	0	False
24.62189	40.47997	9.43117	0	0	False
24.62189	40.47997	9.654753	0	0	False
24.62189	40.47997	9.876503	0	0	False
24.62189	40.47996	10.09793	0	0	False
24.62189	40.47996	10.31009	0	0	False
24.62189	40.47996	10.52698	0	0	False
24.62189	40.47996	10.73815	0	0	False
24.62189	40.47996	10.94308	0	0	False
24.62189	40.47996	11.15048	0	0	False
24.62189	40.47996	11.36142	0	0	False
24.62189	40.47996	11.5614	0	0	False
24.62189	40.47996	11.76635	0	0	False
24.62189	40.47996	11.97243	0	0	False
24.62189	40.47996	12.18185	0	0	False
24.62189	40.47996	12.38575	0	0	False
24.62189	40.47996	12.59612	0	0	False
24.62189	40.47996	12.80443	0	0	False
24.62189	40.47996	13.01446	0	0	False
24.62189	40.47996	13.23145	0	0	False
24.62189	40.47996	13.44472	0	0	False
24.62189	40.47996	13.6566	0	0	False
24.62189	40.47996	13.85965	0	0	False
24.62189	40.47996	14.07477	0	0	False
24.62189	40.47996	14.27885	0	0	False
24.62189	40.47996	14.48955	0	0	False
24.62189	40.47996	14.69464	0	0	False
24.62189	40.47996	14.90454	0	0	False
24.62189	40.47996	15.11162	0	0	False
24.62189	40.47996	15.32149	0	0	False
24.62189	40.47996	15.53211	0	0	False
24.62189	40.47996	15.73534	0	0	False
24.62189	40.47996	15.94788	0	0	False
24.62189	40.47996	16.14883	0	0	False
24.62189	40.47996	16.36179	0	0	False
24.62189	40.47996	16.56912	0	0	False
24.62189	40.47996	16.78587	0	0	False
24.62189	40.47996	16.99388	0	0	False
24.62189	40.47996	17.20086	0	0	False
24.62189	40.47996	17.40709	0	0	False
24.85967	40.52986	17.61552	0	0	False
25.84092	40.73582	17.86876	0	0	False
26.42354	40.85811	18.07551	0	0	False
26.7961	40.93632	18.30653	0	0	False
26.88866	40.95558	18.51163	0.363729	0	False
26.91978	40.95906	18.75624	0	0	False
27.66313	41.04166	18.96995	0	0	False
28.37178	41.13439	19.18335	-0.1341162	0	False
28.82501	41.20919	19.3943	0	0	False
29.32775	41.29219	19.61362	0	0	False
30.18466	41.43365	19.83047	0	0	False
30.85731	41.54468	20.07681	0	0	False
31.18072	41.59807	20.28994	0	0	False
31.26656	41.61224	20.51658	0.2340597	0	False
31.26655	41.61224	20.74142	0	0	False
31.67656	41.64349	20.9694	0	0	False
33.38977	41.77409	21.18941	0	0	False
35.95631	41.96978	21.40347	0	0	False
38.51997	42.16526	21.62767	0	0	False
41.17784	42.36795	21.84485	0	0	False
43.48314	42.54379	22.04924	0	0	False
46.14799	42.74708	22.31415	0	0	False
48.04306	42.89164	22.52853	0	0	False
49.76411	43.02293	22.75543	0	0	False
51.27427	43.13814	22.99095	0	0	False
52.49739	43.23145	23.2236	0	0	False
53.45417	43.30444	23.45963	0	0	False
54.08765	43.35277	23.68441	0	0	False
54.46981	43.38192	23.91483	0	0	False
54.56758	43.3894	24.14141	0	0	False
54.56758	43.3894	24.35258	0	0	False
19.5	33.74163	5.244439	0	0	False
19.5	33.74163	5.445319	0	0	False
19.5	33.74163	5.649694	0	0	False
