19,5	33,74163	2,389173	0	0	False
19,5	33,74163	2,656132	0	0	False
19,5	33,74163	2,92413	0	0	False
19,5	33,74163	3,192269	0	0	False
19,5	33,74163	3,450202	0	0	False
19,5	33,74163	3,706465	0	0	False
19,5	33,74163	3,974101	0	0	False
19,5	33,74163	4,242395	0	0	False
19,5	33,74163	4,510617	0	0	False
19,5	33,74163	4,779002	0	0	False
19,5	33,74163	5,047033	0	0	False
19,5	33,74163	5,315413	0	0	False
19,5	33,74163	5,583186	0	0	False
19,5	33,74163	5,85135	0	0	False
19,5	33,74163	6,119316	0	0	False
19,5	33,74163	6,38692	0	0	False
19,5	33,74163	6,656566	0	0	False
19,5	33,74163	6,924155	0	0	False
19,5	33,74163	7,191826	0	0	False
19,5	33,74163	7,45914	0	0	False
19,5	33,74163	7,72783	0	0	False
19,5	33,74163	7,996019	0	0	False
19,5	33,74163	8,27477	0	0	False
19,5	33,74163	8,543203	0	0	False
19,5	33,74163	8,812263	0	0	False
19,5	33,74163	9,080441	0	0	False
19,5	33,74163	9,348604	0	0	False
19,5	33,74163	9,616693	0	0	False
19,5	33,74163	9,897367	0	0	False
19,5	33,74163	10,16428	0	0	False
19,5	33,74163	10,43354	0	0	False
19,5	33,74163	10,70021	0	0	False
19,5	33,74163	10,96816	0	0	False
19,5	33,74163	11,23676	0	0	False
19,5	33,74163	11,51516	0	0	False
19,5	33,74163	11,78343	0	0	False
19,5	33,74163	12,05255	0	0	False
19,5	33,74163	12,31932	0	0	False
19,5	33,74163	12,52991	0	0	False
19,5	33,74163	12,79892	0	0	False
19,5	33,74163	13,04499	0	0	False
19,5	33,74163	13,17906	0	0	False
19,5	33,74163	13,31313	0	0	False
19,5	33,74163	13,44605	0	0	False
19,5	33,74163	13,57982	0	0	False
19,5	33,74163	13,71531	0	0	False
19,5	33,74163	13,92683	0	0	False
19,5	33,74163	14,19512	0	0	False
19,5	33,74163	14,46327	0	0	False
19,5	33,74163	14,73155	0	0	False
19,5	33,74163	14,99946	0	0	False
19,5	33,74163	15,26758	0	0	False
19,5	33,74163	15,53605	0	0	False
19,5	33,74163	15,80328	0	0	False
19,5	33,74163	16,07097	0	0	False
19,5	33,74163	16,33954	0	0	False
19,5	33,74163	16,60765	0	0	False
19,5	33,74163	16,8758	0	0	False
19,5	33,74163	17,14471	0	0	False
19,5	33,74163	17,41253	0	0	False
19,5	33,74163	17,68073	0	0	False
19,5	33,74163	17,94887	0	0	False
19,5	33,74163	18,21648	0	0	False
19,5	33,74163	18,48464	0	0	False
19,5	33,74163	18,75259	0	0	False
19,5	33,74163	19,02061	0	0	False
19,5	33,74163	19,2891	0	0	False
19,5	33,74163	19,557	0	0	False
19,5	33,74163	19,82466	0	0	False
19,5	33,74163	20,0934	0	0	False
19,5	33,74163	20,36141	0	0	False
19,5	33,74163	20,62962	0	0	False
19,5	33,74163	20,89776	0	0	False
19,5	33,74163	21,16589	0	0	False
19,5	33,74163	21,43404	0	0	False
19,5	33,74163	21,70136	0	0	False
19,5	33,74163	21,97086	0	0	False
19,5	33,74163	22,23837	0	0	False
19,5	33,74163	22,5065	0	0	False
19,5	33,74163	22,77341	0	0	False
19,5	33,74163	23,04215	0	0	False
19,5	33,74163	23,31072	0	0	False
19,5	33,74163	23,57919	0	0	False
19,5	33,74163	23,84766	0	0	False
19,5	33,74163	24,11439	0	0	False
19,5	33,74163	24,38272	0	0	False
19,5	33,74163	24,65104	0	0	False
19,5	33,74163	24,91887	0	0	False
19,5	33,74163	25,18668	0	0	False
19,5	33,74163	25,45421	0	0	False
19,5	33,74163	25,72258	0	0	False
19,5	33,74163	25,99041	0	0	False
19,5	33,74163	26,2587	0	0	False
19,5	33,74163	26,52773	0	0	False
19,5	33,74163	26,79521	0	0	False
19,5	33,74163	27,06336	0	0	False
19,5	33,74163	27,33167	0	0	False
19,5	33,74163	27,59954	0	0	False
19,5	33,74163	27,86737	0	0	False
19,5	33,74163	28,13556	0	0	False
19,5	33,74163	28,40365	0	0	False
19,5	33,74163	28,67153	0	0	False
19,5	33,74163	28,93883	0	0	False
19,5	33,74163	29,2084	0	0	False
19,5	33,74163	29,4758	0	0	False
19,5	33,74163	29,74373	0	0	False
19,5	33,74163	30,01259	0	0	False
19,5	33,74163	30,28028	0	0	False
19,5	33,74163	30,54903	0	0	False
19,5	33,74163	30,81644	0	0	False
19,5	33,74163	31,08487	0	0	False
19,5	33,74163	31,35206	0	0	False
19,5	33,74163	31,61975	0	0	False
19,5	33,74163	31,88805	0	0	False
19,5	33,74163	32,15663	0	0	False
19,5	33,74163	32,42686	0	0	False
19,5	33,74163	32,69248	0	0	False
19,5	33,74163	32,96115	0	0	False
19,5	33,74163	33,21788	0	0	False
19,5	33,74163	33,4856	0	0	False
19,5	33,74163	33,75327	0	0	False
19,5	33,74163	34,01173	0	0	False
19,5	33,74163	34,27936	0	0	False
19,5	33,74163	34,54829	0	0	False
19,5	33,74163	34,81557	0	0	False
19,5	33,74163	35,08353	0	0	False
19,5	33,74163	35,35089	0	0	False
19,5	33,74163	35,61935	0	0	False
19,5	33,74163	35,88811	0	0	False
19,5	33,74163	36,15545	0	0	False
19,5	33,74163	36,42407	0	0	False
19,5	33,74163	36,69184	0	0	False
19,5	33,74163	36,96038	0	0	False
19,5	33,74163	37,22871	0	0	False
19,5	33,74163	37,49641	0	0	False
19,5	33,74163	37,76442	0	0	False
19,5	33,74163	38,0322	0	0	False
19,5	33,74163	38,30056	0	0	False
19,5	33,74163	38,56891	0	0	False
19,5	33,74163	38,8362	0	0	False
19,5	33,74163	39,10443	0	0	False
19,5	33,74163	39,37208	0	0	False
