0	0.001359463
0	0.001219749
0	0.00168395
0	0.001570702
0	0.00151825
6	24.85575
0	2.517287
6	27.17006
0	2.590739
6	26.08932
5	22.04015
4	31.63932
0	2.485399
6	26.56517
0	2.501494
0	2.466192
6	1.635656
5	1.399529
4	1.585365
3	2.625031
2	0.4211578
1	3.287689
6	5.612015
0	2.471581
6	1.854788
5	1.423676
0	2.489608
6	1.831106
5	1.458408
0	2.55734
0	2.486929
6	1.448273
5	1.037991
4	0.9662933
3	1.681229
2	0.4111328
1	2.127075
6	3.776031
5	16.83414
0	2.474891
6	1.589128
5	1.348324
4	1.34095
3	2.465782
2	0.4045105
1	3.133179
6	8.373489
0	2.479754
6	1.319664
5	0.7995796
4	0.876339
3	1.493584
2	0.3611755
1	1.870125
6	3.384247
0	2.396228
6	1.355343
5	0.8311501
4	0.8940964
3	1.498375
2	0.3565598
1	2.040695
6	1.925217
5	0.7364807
4	0.6742554
3	0.488327
2	0.8257904
